1	-0.00005710580239792762
2	-0.00022842106193365908
3	-0.0005139393387025848
4	-0.000913649899871416
5	-0.0014275377259309607
6	-0.002055583505921277
7	-0.0027977636485729818
8	-0.0036540502870821
9	-0.0046244112803606185
10	-0.005708810220994565
11	-0.006907206446840064
12	-0.008219555042046522
13	-0.00964580685740657
14	-0.011185908509219189
15	-0.012839802392477395
16	-0.014607426698717063
17	-0.01648871542784036
18	-0.018483598390616862
19	-0.020592001235172575
20	-0.02281384546188292
21	-0.02514904842746546
22	-0.027597523374765842
23	-0.03015917944571811
24	-0.03283392169214494
25	-0.035621651107021535
26	-0.038522264641187576
27	-0.04153565521198743
28	-0.044661711739649945
29	-0.04790031916058979
30	-0.05125135845275963
31	-0.05471470666168443
32	-0.058290236912284854
33	-0.06197781845025929
34	-0.0657773166512925
35	-0.0696885930605049
36	-0.07371150540780036
37	-0.07784590764083532
38	-0.08209164994616458
39	-0.0864485787878948
40	-0.09091653692360069
41	-0.09549536344093212
42	-0.10018489378626327
43	-0.10498495978811206
44	-0.10989538969784007
45	-0.11491600820568237
46	-0.12004663648872338
47	-0.12528709222738144
48	-0.13063718964485815
49	-0.13609673953556012
50	-0.14166554930000075
51	-0.14734342297458625
52	-0.1531301612643574
53	-0.15902556157141134
54	-0.16502941804264992
55	-0.17114152158251272
56	-0.177361659901635
57	-0.18368961754242719
58	-0.19012517591193046
59	-0.19666811331978806
60	-0.20331820500871345
61	-0.21007522318518568
62	-0.2169389370552608
63	-0.22390911286072424
64	-0.23098551389944078
65	-0.2381679005756041
66	-0.24545603041667619
67	-0.2528496581167019
68	-0.260348535556318
69	-0.2679524118465224
70	-0.2756610333547087
71	-0.28347414372694857
72	-0.2913914839350582
73	-0.29941279228785334
74	-0.3075378044796935
75	-0.3157662535977579
76	-0.3240978701686572
77	-0.33253238217434955
78	-0.3410695150827223
79	-0.34970899186851057
80	-0.3584505330469483
81	-0.36729385669127623
82	-0.3762386784518412
83	-0.3852847115857685
84	-0.39443166697492416
85	-0.4036792531406945
86	-0.4130271762688835
87	-0.4224751402251741
88	-0.432022846559903
89	-0.44166999454034794
90	-0.45141628114708965
91	-0.46126140109072367
92	-0.47120504681913644
93	-0.48124690852739604
94	-0.49138667415513737
95	-0.5016240293961118
96	-0.5119586576960273
97	-0.5223902402428848
98	-0.5329184559739133
99	-0.5435429815607904
100	-0.5542634913953179
101	-0.565079657580668
102	-0.5759911499153532
103	-0.5869976358645772
104	-0.5980987805386349
105	-0.6092942466700606
106	-0.6205836945657666
107	-0.6319667820815766
108	-0.6434431645773202
109	-0.6550124948563507
110	-0.6666744231250732
111	-0.6784285969245047
112	-0.6902746610617214
113	-0.7022122575419871
114	-0.7142410254756442
115	-0.7263606009968271
116	-0.7385706171576203
117	-0.7508707038172133
118	-0.7632604875269635
119	-0.7757395913915843
120	-0.7883076349274916
121	-0.8009642339053471
122	-0.8137090001733895
123	-0.8265415414715562
124	-0.8394614612168425
