1	-0.000011271344192209654
2	-0.000045085813326295465
3	-0.00010144472310003039
4	-0.00018035026346296945
5	-0.0002818055191937674
6	-0.0004058144619421
7	-0.0005523819691006793
8	-0.000721513836538179
9	-0.0009132167961070081
10	-0.0011274985224645206
11	-0.0013643676707033592
12	-0.0016238338840821598
13	-0.0019059078317695821
14	-0.002210601226011022
15	-0.0025379268673759725
16	-0.0028878986657900896
17	-0.0032605316844183108
18	-0.00365584218479853
19	-0.004073847661061336
20	-0.004514566899274541
21	-0.004978020017006202
22	-0.005464228533355708
23	-0.005973215419885491
24	-0.006505005166786759
25	-0.007059623852683217
26	-0.00763709922500766
27	-0.008237460779241701
28	-0.008860739843839838
29	-0.009506969678227506
30	-0.010176185577961405
31	-0.010868424985574165
32	-0.011583727609149719
33	-0.01232213555999806
34	-0.013083693498515458
35	-0.013868448792209165
36	-0.01467645168747822
37	-0.015507755520275168
38	-0.01636241691653595
39	-0.01724049604592892
40	-0.01814205689765913
41	-0.01906716758435323
42	-0.020015900707448964
43	-0.02098833375544018
44	-0.021984549594321834
45	-0.023004637016811103
46	-0.024048691412190237
47	-0.025116815560295436
48	-0.026209120601379254
49	-0.027325727239144726
50	-0.028466767243344293
51	-0.029632385372678982
52	-0.0308227418813658
53	-0.032038015876992176
54	-0.03327840989652486
55	-0.03454415640055686
56	-0.03583552724705896
57	-0.0371528481526866
58	-0.038496521877846135
59	-0.0398670677541304
60	-0.04126519454359823
61	-0.042691949010418284
62	-0.0441490637873585
63	-0.04563995266460097
64	-0.047173647698969035
65	-0.048794939295248696
66	-0.06093672406234418
67	-0.125075811838542
68	-0.18976323068761758
69	-0.25448052331501003
70	-0.3192061218545632
71	-0.3839351073903572
72	-0.448665701907089
73	-0.5133970751558081
74	-0.5781287636650632
75	-0.6428604701333143
76	-0.7075919811617268
77	-0.7723231291078037
78	-0.8370537726646035
79	-0.901783786206579
80	-0.9665130535694288
81	-1.0312414642180556
82	-1.0959689107646682
83	-1.1606952872917873
84	-1.2254204881627402
85	-1.290144407142975
86	-1.3548669367260118
87	-1.4195879675839933
88	-1.4843073881185092
89	-1.5490250840601902
90	-1.6137409381150292
91	-1.6784548296349158
92	-1.743166634305112
93	-1.8078762238401396
94	-1.8725834656830784
95	-1.937288222707025
96	-2.0019903529096155
97	-2.0666897091026613
98	-2.1313861385926884
99	-2.196079482848063
100	-2.2607695771541785
101	-2.3254562502542058
102	-2.390139323970061
103	-2.4548186128057523
104	-2.5194939235318543
105	-2.5841650547404242
106	-2.648831796381387
107	-2.7134939292673153
108	-2.7781512245542217
109	-2.842803443178809
110	-2.907450335275371
111	-2.9720916395443737
112	-3.0367270825846617
113	-3.1013563781818902
114	-3.1659792265480746
115	-3.2305953135107757
116	-3.295204309644987
117	-3.3598058693480652
118	-3.424399629847585
119	-3.488985210137457
120	-3.553562209840038
121	-3.618130207984109
122	-3.682688761696113
123	-3.7472374047871426
124	-3.8117756462405623
125	-3.8763029685837864
126	-3.9408188261296573
127	-4.005322643090608
128	-4.06981381153696
129	-4.134291689198335
130	-4.198755597087597
131	-4.26320481693358
132	-4.327638588405534
133	-4.392056106109635
134	-4.45645651633356
135	-4.520838913521629
136	-4.585202336452198
137	-4.649545764089339
138	-4.713868111076977
139	-4.778168222845352
140	-4.842444870291615
141	-4.906696743994871
142	-4.970922447919634
143	-5.035120492561646
144	-5.09928928748468
145	-5.163427133192158
146	-5.227532212273559
147	-5.291602579744335
148	-5.355636152542388
149	-5.419630698071046
150	-5.4835838217276205
151	-5.547492953335791
152	-5.611355332387575
153	-5.675167992020192
154	-5.73892774163653
155	-5.80263114809793
156	-5.866274515422106
157	-5.929853862929576
158	-5.9933649018245205
159	-6.056803010215162
160	-6.120163206647248
161	-6.183440122283059
162	-6.2466279719634485
163	-6.309720524517843
164	-6.37271107286756
165	-6.435592404649583
166	-6.498356774427521
167	-6.560995878837048
168	-6.62350083648721
169	-6.685862174928388
170	-6.748069827583549
171	-6.810113144212892
172	-6.871980919135922
173	-6.9336614420871
174	-6.995142576991725
175	-7.056411874055016
176	-7.117456719924121
177	-7.178264529122771
178	-7.2388229770491535
179	-7.299120270338449
180	-7.359145444699266
181	-7.418888674336017
182	-7.478341573199032
183	-7.537497470060202
184	-7.59635165049383
185	-7.654901580620276
186	-7.7131471545814065
187	-7.771091026741487
188	-7.828739081194726
189	-7.886101043106692
190	-7.943191156511034
191	-8.00002877351028
192	-8.056638662411729
193	-8.113050873235466
194	-8.169300091231321
195	-8.225424526395159
196	-8.281464485000242
197	-8.337460818018371
198	-8.39345343555658
199	-8.44948003131708
200	-8.505575099643693
201	-8.56176926996875
202	-8.618088940493521
203	-8.674556167407673
204	-8.731188755253584
205	-8.788000493637355
206	-8.845001491001312
207	-8.9021985643692
208	-8.959595652770759
209	-9.017194230294308
210	-9.07499370184803
211	-9.132991770586045
212	-9.191184770558607
213	-9.249567961652815
214	-9.308135786400726
215	-9.366882090004651
216	-9.425800306022552
217	-9.48488361082957
218	-9.544125050269145
219	-9.60351764192626
220	-9.66305445638784
221	-9.722728680582236
222	-9.78253366603792
223	-9.84246296456979
224	-9.902510353621665
225	-9.962669853145258
226	-10.022935735661235
227	-10.083302530880246
228	-10.143765026009987
229	-10.204318262737388
230	-10.264957531638515
231	-10.325678364677174
232	-10.38647652629038
233	-10.44734800347942
234	-10.508288995226849
235	-10.569295901487294
236	-10.630365311932565
237	-10.691493994589223
238	-10.752678884448756
239	-10.813917072103436
240	-10.87520579240163
241	-10.936542413105144
242	-10.997924423472796
